Other crime: England, Barking and Dagenham London Boro, Barking, Barking and Dagenham, London, Redbridge London Boro, Redbridge, Ilford South, IG118TG, Y53Q36, Abbey, On or near Cranleigh Gardens
Anti-social behaviour: England, Yorkshire and the Humber, West Yorkshire, Bradford District, Bradford East, BD2 2LQ, Y51Q32, Eccleshill, On or near Acre Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5RW, Y51Q32, North Duffield, On or near Buckle Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5TL, Y51Q32, North Duffield, On or near Chapel Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5TN, Y51Q32, North Duffield, On or near West End Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5RW, Y51Q32, North Duffield, On or near Buckle Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5RR, Y51Q32, North Duffield, On or near Green Lane
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5RZ, Y51Q32, North Duffield, On or near Manor Drive
Vehicle crime: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5DD, Y51Q32, North Duffield, On or near Cornelius Causeway
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO196PF, Y51Q32, Riccall with Escrick, On or near Saunter'S Way
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO196RG, Y51Q32, Riccall with Escrick, On or near Hall Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO196SR, Y51Q32, Riccall with Escrick, On or near Main Street
Burglary: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, York, YO196SG, Y51Q32, Riccall with Escrick, On or near Cawood Road
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO196SR, Y51Q32, Riccall with Escrick, On or near Main Street
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO196RE, Y51Q32, Riccall with Escrick, On or near Riccall Lane
Anti-social behaviour: England, Yorkshire and the Humber, Selby and Ainsty, Selby District, York, York, York Outer, YO196EL, Y51Q32, Riccall with Escrick, On or near Wheldrake Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, York, YO196EF, Y51Q32, Riccall with Escrick, On or near Hollicarrs Close
Bicycle theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO196QU, Y51Q32, Riccall with Escrick, On or near A19
Drugs: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5LD, Y51Q32, Riccall with Escrick, On or near Park/Open Space
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, York, YO196EE, Y51Q32, Riccall with Escrick, On or near Glade Road
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, York, YO196FD, Y51Q32, Riccall with Escrick, On or near A19
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, York, YO196EF, Y51Q32, Riccall with Escrick, On or near Hollicarrs Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS255AY, Y51Q32, Monk Fryston and South Milford, On or near The Meadows
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS255AS, Y51Q32, Monk Fryston and South Milford, On or near Harvester Way
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, West Yorkshire, Selby and Ainsty, Selby District, LS256JN, Y51Q32, Monk Fryston and South Milford, On or near Hall Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS255AS, Y51Q32, Monk Fryston and South Milford, On or near Cornmill Court
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS255DP, Y51Q32, Monk Fryston and South Milford, On or near A162
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS255AH, Y51Q32, Monk Fryston and South Milford, On or near Wain Gap
Burglary: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS255NU, Y51Q32, Monk Fryston and South Milford, On or near Lund Sike Lane
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS255FE, Y51Q32, Monk Fryston and South Milford, On or near Well Lane
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS255AP, Y51Q32, Monk Fryston and South Milford, On or near Westfield Court
Other crime: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS255FE, Y51Q32, Monk Fryston and South Milford, On or near Well Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256BL, Y51Q32, Sherburn in Elmet, On or near Kirkgate
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256JU, Y51Q32, Monk Fryston and South Milford, On or near Laith Staid Lane
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256BD, Y51Q32, Sherburn in Elmet, On or near Low Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256FE, Y51Q32, Sherburn in Elmet, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256AW, Y51Q32, Sherburn in Elmet, On or near Eversley Mount
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256AW, Y51Q32, Sherburn in Elmet, On or near New Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256AW, Y51Q32, Sherburn in Elmet, On or near New Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256AN, Y51Q32, Sherburn in Elmet, On or near Highfield Green
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256AN, Y51Q32, Sherburn in Elmet, On or near Highfield Green
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256AN, Y51Q32, Sherburn in Elmet, On or near West View
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256FE, Y51Q32, Sherburn in Elmet, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256AN, Y51Q32, Sherburn in Elmet, On or near East View
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256EU, Y51Q32, Sherburn in Elmet, On or near Sports/Recreation Area
Burglary: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256HU, Y51Q32, Sherburn in Elmet, On or near Beechwood Close
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256FE, Y51Q32, Sherburn in Elmet, On or near Supermarket
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256AR, Y51Q32, Sherburn in Elmet, On or near Beechwood Croft
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256EB, Y51Q32, Sherburn in Elmet, On or near North Crescent
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256DG, Y51Q32, Sherburn in Elmet, On or near East Bank
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256DB, Y51Q32, Sherburn in Elmet, On or near Meadow View
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256DE, Y51Q32, Sherburn in Elmet, On or near Springfield Court
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256BZ, Y51Q32, Sherburn in Elmet, On or near Springfield Road
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256LA, Y51Q32, Sherburn in Elmet, On or near Pinfold Way
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256EB, Y51Q32, Sherburn in Elmet, On or near North Crescent
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ED, Y51Q32, Sherburn in Elmet, On or near Supermarket
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256EB, Y51Q32, Sherburn in Elmet, On or near North Crescent
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256DB, Y51Q32, Sherburn in Elmet, On or near Meadow View
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256EN, Y51Q32, Sherburn in Elmet, On or near Moorland Way
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256DZ, Y51Q32, Sherburn in Elmet, On or near Cardinal Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256EX, Y51Q32, Sherburn in Elmet, On or near Copperfield Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256DZ, Y51Q32, Sherburn in Elmet, On or near Cardinal Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256LQ, Y51Q32, Sherburn in Elmet, On or near Pasture Avenue
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256EN, Y51Q32, Sherburn in Elmet, On or near Moorland Way
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256EN, Y51Q32, Sherburn in Elmet, On or near Moorland Way
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256PB, Y51Q32, Sherburn in Elmet, On or near Hurricane Close
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256NU, Y51Q32, Sherburn in Elmet, On or near Wolsey Croft
Vehicle crime: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256ES, Y51Q32, Sherburn in Elmet, On or near Shopping Area
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256DZ, Y51Q32, Sherburn in Elmet, On or near Cardinal Close
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, LS256DZ, Y51Q32, Sherburn in Elmet, On or near Cardinal Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5AY, Y51Q32, Barlby, On or near Sports/Recreation Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5BS, Y51Q32, Barlby, On or near Riverside Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5BS, Y51Q32, Barlby, On or near Riverside Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5BS, Y51Q32, Barlby, On or near Riverside Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5BS, Y51Q32, Barlby, On or near Riverside Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5BS, Y51Q32, Barlby, On or near Riverside Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5AU, Y51Q32, Barlby, On or near Bridge Court
Bicycle theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5AY, Y51Q32, Barlby, On or near Sports/Recreation Area
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5BS, Y51Q32, Barlby, On or near Riverside Close
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5AR, Y51Q32, Barlby, On or near John Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 5AU, Y51Q32, Barlby, On or near Bridge Court
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3LU, Y51Q32, Selby North, On or near Yew Tree Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3EL, Y51Q32, Selby North, On or near Clog Mill Gardens
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3LH, Y51Q32, Selby North, On or near Friendship Court
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ER, Y51Q32, Selby North, On or near Holmes Avenue
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3LH, Y51Q32, Selby North, On or near Friendship Court
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ER, Y51Q32, Selby North, On or near Elston Place
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3WB, Y51Q32, Selby North, On or near Kirkby Avenue
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ER, Y51Q32, Selby North, On or near Holmes Avenue
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3EL, Y51Q32, Selby North, On or near Clog Mill Gardens
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ER, Y51Q32, Selby North, On or near Elston Place
Burglary: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3LU, Y51Q32, Selby North, On or near Yew Tree Close
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4LR, Y51Q32, Selby North, On or near Petrol Station
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3LW, Y51Q32, Selby North, On or near Millgate
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ER, Y51Q32, Selby North, On or near Elston Place
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3LD, Y51Q32, Selby North, On or near Millgate
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3LU, Y51Q32, Selby North, On or near Yew Tree Close
Possession of weapons: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3AA, Y51Q32, Selby North, On or near Alma Terrace
Public order: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ER, Y51Q32, Selby North, On or near Holmes Avenue
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4YJ, Y51Q32, Selby North, On or near Garden Court
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3LH, Y51Q32, Selby North, On or near Friendship Court
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4YJ, Y51Q32, Selby North, On or near Garden Court
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DR, Y51Q32, Selby North, On or near Normandy Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DB, Y51Q32, Selby North, On or near Hutchinson Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DB, Y51Q32, Selby North, On or near Hutchinson Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DD, Y51Q32, Selby North, On or near Kent Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DR, Y51Q32, Selby North, On or near Normandy Close
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DR, Y51Q32, Selby North, On or near Charles Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4XG, Y51Q32, Selby North, On or near Tennant Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4YG, Y51Q32, Selby North, On or near Elizabeth Court
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DR, Y51Q32, Selby North, On or near Charles Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DB, Y51Q32, Selby North, On or near Hutchinson Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Parking Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BY, Y51Q32, Selby North, On or near Powell Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BN, Y51Q32, Selby North, On or near Scott Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4AJ, Y51Q32, Selby North, On or near Douglas Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DN, Y51Q32, Selby North, On or near Cockret Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BX, Y51Q32, Selby North, On or near Kitchener Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ET, Y51Q32, Selby North, On or near Audus Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4GA, Y51Q32, Selby North, On or near Richard Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ET, Y51Q32, Selby North, On or near Audus Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Parking Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ET, Y51Q32, Selby North, On or near Audus Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4LB, Y51Q32, Selby North, On or near Ebor Court
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BX, Y51Q32, Selby North, On or near Kitchener Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Gowthorpe
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BN, Y51Q32, Selby North, On or near Scott Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BX, Y51Q32, Selby North, On or near Kitchener Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BX, Y51Q32, Selby North, On or near Kitchener Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BX, Y51Q32, Selby North, On or near Kitchener Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BX, Y51Q32, Selby North, On or near Kitchener Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BX, Y51Q32, Selby North, On or near Kitchener Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EL, Y51Q32, Selby North, On or near Buttermere Court
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ET, Y51Q32, Selby North, On or near Audus Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BY, Y51Q32, Selby North, On or near Powell Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HA, Y51Q32, Selby North, On or near Parking Area
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4GA, Y51Q32, Selby North, On or near Richard Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HD, Y51Q32, Selby North, On or near Raincliffe Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HA, Y51Q32, Selby North, On or near Parking Area
Bicycle theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EL, Y51Q32, Selby North, On or near Buttermere Court
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4ET, Y51Q32, Selby North, On or near Audus Street
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4GA, Y51Q32, Selby North, On or near Richard Street
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BR, Y51Q32, Selby North, On or near Maltings Court
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BY, Y51Q32, Selby North, On or near Powell Street
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HA, Y51Q32, Selby North, On or near York Street
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BP, Y51Q32, Selby North, On or near Long Trods
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BX, Y51Q32, Selby North, On or near Kitchener Street
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EL, Y51Q32, Selby North, On or near Buttermere Court
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BX, Y51Q32, Selby North, On or near Buller Street
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HA, Y51Q32, Selby North, On or near Parking Area
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4AR, Y51Q32, Selby West, On or near Union Lane
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4BN, Y51Q32, Selby North, On or near Scott Road
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4YH, Y51Q32, Selby North, On or near Carentan Close
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Gowthorpe
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Gowthorpe
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Gowthorpe
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Gowthorpe
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Gowthorpe
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EL, Y51Q32, Selby North, On or near Buttermere Court
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Gowthorpe
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Gowthorpe
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EL, Y51Q32, Selby North, On or near Buttermere Court
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EZ, Y51Q32, Selby North, On or near Gowthorpe
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EL, Y51Q32, Selby North, On or near Buttermere Court
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HA, Y51Q32, Selby North, On or near York Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4GA, Y51Q32, Selby North, On or near Richard Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DN, Y51Q32, Selby North, On or near Cockret Close
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EL, Y51Q32, Selby North, On or near Buttermere Court
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4YH, Y51Q32, Selby North, On or near Carentan Close
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4YH, Y51Q32, Selby North, On or near Carentan Close
