Anti-social behaviour: England, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, Wales, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, On or near High Street
Other theft: England, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, Wales, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, On or near High Street
Anti-social behaviour: Wales, Aberconwy, Conwy - Conwy, Conwy, Wales, LL301PN, W00Q99, Tudno, On or near Queensway
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552SA, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552SA, W00Q99, Peblig (Caernarfon), On or near Cil Isaf
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DG, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DG, W00Q99, Peblig (Caernarfon), On or near Cil Coed
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DD, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DD, W00Q99, Peblig (Caernarfon), On or near Cefn Talar
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552RS, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552RS, W00Q99, Peblig (Caernarfon), On or near Lon Y Bryn
Burglary: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552ET, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552ET, W00Q99, Peblig (Caernarfon), On or near Ffordd Cwstenin
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552ET, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552ET, W00Q99, Peblig (Caernarfon), On or near Ffordd Cwstenin
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552AW, W00Q99, Cadnant, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552AW, W00Q99, Cadnant, On or near Victoria Road
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552EA, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552EA, W00Q99, Peblig (Caernarfon), On or near Ffordd Wern
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552RR, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552RR, W00Q99, Peblig (Caernarfon), On or near Cae'R Saint
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DS, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DS, W00Q99, Peblig (Caernarfon), On or near Ffordd Coed Marion
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552EG, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552EG, W00Q99, Peblig (Caernarfon), On or near Lon Ty Gwyn
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DD, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DD, W00Q99, Peblig (Caernarfon), On or near Cefn Talar
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DN, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DN, W00Q99, Peblig (Caernarfon), On or near Cil Uchaf
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552RS, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552RS, W00Q99, Peblig (Caernarfon), On or near Lon Y Bryn
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LN, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LN, W00Q99, Peblig (Caernarfon), On or near Hyfrydle
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DT, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DT, W00Q99, Peblig (Caernarfon), On or near Ffordd Pandy
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DH, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DH, W00Q99, Peblig (Caernarfon), On or near Ffordd Maes Barcer
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552RT, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552RT, W00Q99, Peblig (Caernarfon), On or near Lon Eilian
Other crime: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DY, W00Q99, Peblig (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552DY, W00Q99, Peblig (Caernarfon), On or near Ffordd Cibyn
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552YE, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552YE, W00Q99, Seiont, On or near Hospital
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LR, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LR, W00Q99, Seiont, On or near Llys Siabod
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552YE, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552YE, W00Q99, Seiont, On or near Hospital
Other theft: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LQ, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LQ, W00Q99, Seiont, On or near Llys Y Garn
Other crime: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552SZ, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552SZ, W00Q99, Seiont, On or near Gallt Y Sil
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547UW, W00Q99, Bontnewydd, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547UW, W00Q99, Bontnewydd, On or near A487
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552YA, W00Q99, Bontnewydd, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552YA, W00Q99, Bontnewydd, On or near Park/Open Space
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552UL, W00Q99, Bontnewydd, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552UL, W00Q99, Bontnewydd, On or near Y Bryn
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552UB, W00Q99, Bontnewydd, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552UB, W00Q99, Bontnewydd, On or near Dol Beuno
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545RN, W00Q99, Bontnewydd, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545RN, W00Q99, Bontnewydd, On or near Ffordd Yr Aber
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545UE, W00Q99, Llanwnda, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545UE, W00Q99, Llanwnda, On or near A487
Other theft: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547HE, W00Q99, Llanwnda, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547HE, W00Q99, Llanwnda, On or near Sports/Recreation Area
Shoplifting: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545UE, W00Q99, Llanwnda, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545UE, W00Q99, Llanwnda, On or near A487
Shoplifting: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545UE, W00Q99, Llanwnda, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545UE, W00Q99, Llanwnda, On or near A487
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551SN, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551SN, W00Q99, Seiont, On or near Stryd Y Jel
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551RW, W00Q99, Menai (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551RW, W00Q99, Menai (Caernarfon), On or near Stryd Y Porth Mawr
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HS, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HS, W00Q99, Seiont, On or near Cae Corn Hir
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LJ, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LJ, W00Q99, Seiont, On or near Llys Yr Eifl
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HS, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HS, W00Q99, Seiont, On or near Cae Corn Hir
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HS, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HS, W00Q99, Seiont, On or near Cae Corn Hir
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL552NP, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL552NP, W00Q99, Seiont, On or near Further/Higher Educational Building
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL545RR, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL545RR, W00Q99, Seiont, On or near Sports/Recreation Area
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552ND, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552ND, W00Q99, Seiont, On or near Tre'R Gof
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552PS, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552PS, W00Q99, Seiont, On or near Stryd Garnon
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LE, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LE, W00Q99, Seiont, On or near Cae Groes
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HS, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HS, W00Q99, Seiont, On or near Cae Corn Hir
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552AF, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552AF, W00Q99, Seiont, On or near Stryd Y Degwm
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552PS, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552PS, W00Q99, Seiont, On or near Stryd Garnon
Drugs: Wales, Gwynedd - Gwynedd, Gwynedd, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL552NP, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL552NP, W00Q99, Seiont, On or near Further/Higher Educational Building
Other theft: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552AS, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552AS, W00Q99, Seiont, On or near Stryd Y Llyn
Other theft: Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551SN, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551SN, W00Q99, Seiont, On or near Stryd Y Jel
Other theft: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HP, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552HP, W00Q99, Seiont, On or near Henwalia
Public order: Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551RW, W00Q99, Menai (Caernarfon), Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551RW, W00Q99, Menai (Caernarfon), On or near Stryd Y Porth Mawr
Shoplifting: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552NB, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552NB, W00Q99, Seiont, On or near Wesley Street
Vehicle crime: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545RL, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL545RL, W00Q99, Seiont, On or near Pant Road
Vehicle crime: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LJ, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552LJ, W00Q99, Seiont, On or near Llys Yr Eifl
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552NB, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552NB, W00Q99, Seiont, On or near Wesley Street
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551SE, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551SE, W00Q99, Seiont, On or near Twllyn Y Wal
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL552NP, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL552NP, W00Q99, Seiont, On or near Further/Higher Educational Building
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552PS, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552PS, W00Q99, Seiont, On or near Stryd Capel Joppa
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552PB, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552PB, W00Q99, Seiont, On or near Segontium Terrace
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552AS, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552AS, W00Q99, Seiont, On or near Stryd Y Llyn
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551SE, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Wales, Sir Ynys Mon - Isle of Anglesey, Ynys Mon, Arfon, Wales, LL551SE, W00Q99, Seiont, On or near Twllyn Y Wal
Other crime: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552ND, W00Q99, Seiont, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL552ND, W00Q99, Seiont, On or near Tre'R Gof
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, On or near Tref Eilian
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, On or near Tref Eilian
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, On or near Tref Eilian
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, On or near Tref Eilian
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547YY, W00Q99, Waunfawr, On or near Sports/Recreation Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL554AZ, W00Q99, Waunfawr, On or near Tref Eilian
Burglary: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, On or near Park/Open Space
Burglary: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547DT, W00Q99, Y Groeslon, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547DT, W00Q99, Y Groeslon, On or near Y Garreg
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546RS, W00Q99, Llanllyfni, On or near Park/Open Space
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Arfon, Wales, LL546DT, W00Q99, Llanllyfni, On or near Ffordd Cae Duon
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545BS, W00Q99, Clynnog, Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545BS, W00Q99, Clynnog, On or near A499
Bicycle theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545DF, W00Q99, Clynnog, On or near Park/Open Space
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545DF, W00Q99, Clynnog, On or near Park/Open Space
Drugs: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546DJ, W00Q99, Llanllyfni, On or near Ger Y Llan
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Arfon, Wales, LL546DW, W00Q99, Llanllyfni, On or near Ffordd Nasareth
Public order: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545DF, W00Q99, Clynnog, On or near Park/Open Space
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545AQ, W00Q99, Clynnog, On or near Llwyn Beuno
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546SS, W00Q99, Llanllyfni, On or near Rhedyw Road
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545DF, W00Q99, Clynnog, On or near Park/Open Space
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546DJ, W00Q99, Llanllyfni, On or near Ger Y Llan
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545DF, W00Q99, Clynnog, On or near Park/Open Space
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546DF, W00Q99, Llanllyfni, On or near Sports/Recreation Area
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546NG, W00Q99, Pen-y-groes, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546NG, W00Q99, Pen-y-groes, On or near Water Street
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546PA, W00Q99, Pen-y-groes, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546PA, W00Q99, Pen-y-groes, On or near Water Street
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546PN, W00Q99, Pen-y-groes, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546PN, W00Q99, Pen-y-groes, On or near Tredaffydd
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546NU, W00Q99, Pen-y-groes, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546NU, W00Q99, Pen-y-groes, On or near Stryd-Yr-Wyddfa
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546AL, W00Q99, Talysarn, On or near Nantle Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547AR, W00Q99, Talysarn, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547AR, W00Q99, Talysarn, On or near Lon Batus
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546AJ, W00Q99, Talysarn, On or near Cavour Street
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546AL, W00Q99, Talysarn, On or near Nantle Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546HT, W00Q99, Talysarn, On or near Lon Eglwys
Other theft: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL546HS, W00Q99, Talysarn, On or near Sports/Recreation Area
Public order: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547AH, W00Q99, Talysarn, Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547AH, W00Q99, Talysarn, On or near Glan Dwr
Vehicle crime: Wales, Gwynedd - Gwynedd, Gwynedd, Arfon, Wales, LL547RE, W00Q99, Talysarn, On or near Park/Open Space
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413HP, W00Q99, Bowydd a Rhiw, On or near Bowydd Street
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413UT, W00Q99, Bowydd a Rhiw, On or near Towyn Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413NE, W00Q99, Bowydd a Rhiw, On or near Petrol Station
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413NP, W00Q99, Bowydd a Rhiw, On or near North Western Road
Bicycle theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413PU, W00Q99, Bowydd a Rhiw, On or near Oakeley Square
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413NP, W00Q99, Bowydd a Rhiw, On or near Bus/Coach Station
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413NP, W00Q99, Bowydd a Rhiw, On or near North Western Road
Public order: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413HB, W00Q99, Bowydd a Rhiw, On or near Leeds Street
Public order: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413HB, W00Q99, Bowydd a Rhiw, On or near Cromwell Street
Shoplifting: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413BP, W00Q99, Bowydd a Rhiw, On or near Supermarket
Shoplifting: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413BP, W00Q99, Bowydd a Rhiw, On or near Supermarket
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413HP, W00Q99, Bowydd a Rhiw, On or near Bowydd Street
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413BL, W00Q99, Bowydd a Rhiw, On or near Bodafon
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413HB, W00Q99, Bowydd a Rhiw, On or near Cromwell Street
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413UD, W00Q99, Diffwys a Maenofferen, On or near Further/Higher Educational Building
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413DA, W00Q99, Bowydd a Rhiw, On or near New Street
